Date;Open;High;Low;Close;Volume;Dividends;Stock Splits;Daily Return
2020-08-10 00:00:00+02:00;166,96;168,58;166,96;167,60;7863;0,00;0,00;0,41%
2020-08-11 00:00:00+02:00;165,36;165,50;159,66;160,07;7505;0,00;0,00;-4,49%
2020-08-12 00:00:00+02:00;158,23;160,46;158,23;159,38;17250;0,00;0,00;-0,43%
2020-08-13 00:00:00+02:00;158,44;159,63;157,75;159,63;10468;0,00;0,00;0,16%
2020-08-14 00:00:00+02:00;159,42;160,20;159,28;159,28;2765;0,00;0,00;-0,22%
2020-08-17 00:00:00+02:00;159,62;162,04;159,46;162,04;3107;0,00;0,00;1,73%
2020-08-18 00:00:00+02:00;162,85;163,66;160,77;162,30;14826;0,00;0,00;0,16%
2020-08-19 00:00:00+02:00;161,09;161,76;159,42;159,77;19746;0,00;0,00;-1,56%
2020-08-20 00:00:00+02:00;159,26;159,42;157,78;159,42;3834;0,00;0,00;-0,22%
2020-08-21 00:00:00+02:00;158,46;159,94;157,62;159,47;5162;0,00;0,00;0,03%
2020-08-24 00:00:00+02:00;158,84;160,18;158,36;158,83;2821;0,00;0,00;-0,40%
2020-08-25 00:00:00+02:00;158,58;158,76;157,35;157,35;3876;0,00;0,00;-0,93%
2020-08-26 00:00:00+02:00;157,23;159,46;156,75;159,42;20956;0,00;0,00;1,32%
2020-08-27 00:00:00+02:00;158,98;161,00;157,79;157,79;15140;0,00;0,00;-1,02%
2020-08-28 00:00:00+02:00;158,92;160,53;158,50;160,53;5379;0,00;0,00;1,74%
2020-08-31 00:00:00+02:00;159,97;160,21;159,32;159,70;1855;0,00;0,00;-0,52%
2020-09-01 00:00:00+02:00;161,00;161,18;159,58;160,19;13708;0,00;0,00;0,31%
2020-09-02 00:00:00+02:00;160,18;160,98;158,84;159,17;11123;0,00;0,00;-0,64%
2020-09-03 00:00:00+02:00;158,53;159,12;157,78;157,78;27873;0,00;0,00;-0,87%
2020-09-04 00:00:00+02:00;158,53;159,21;157,36;157,97;24038;0,00;0,00;0,12%
2020-09-07 00:00:00+02:00;158,22;158,30;157,82;158,24;11401;0,00;0,00;0,17%
2020-09-08 00:00:00+02:00;158,62;158,66;156,90;158,40;35558;0,00;0,00;0,10%
2020-09-09 00:00:00+02:00;158,75;159,62;158,43;159,59;921;0,00;0,00;0,75%
2020-09-10 00:00:00+02:00;159,34;159,96;159,18;159,87;12543;0,00;0,00;0,18%
2020-09-11 00:00:00+02:00;159,21;159,71;158,90;159,71;10568;0,00;0,00;-0,10%
2020-09-14 00:00:00+02:00;159,28;159,99;158,65;159,99;1264;0,00;0,00;0,18%
2020-09-15 00:00:00+02:00;160,14;160,66;159,40;159,69;12443;0,00;0,00;-0,19%
2020-09-16 00:00:00+02:00;160,41;161,21;160,24;161,19;20883;0,00;0,00;0,94%
2020-09-17 00:00:00+02:00;160,14;160,14;159,00;159,52;9872;0,00;0,00;-1,04%
2020-09-18 00:00:00+02:00;159,59;159,92;159,43;159,55;13755;0,00;0,00;0,02%
2020-09-21 00:00:00+02:00;159,50;159,50;155,59;156,44;20438;0,00;0,00;-1,95%
2020-09-22 00:00:00+02:00;157,42;158,14;156,98;157,41;31013;0,00;0,00;0,62%
2020-09-23 00:00:00+02:00;155,98;156,70;154,87;154,99;52277;0,00;0,00;-1,54%
2020-09-24 00:00:00+02:00;154,42;155,29;153,93;155,29;15941;0,00;0,00;0,19%
2020-09-25 00:00:00+02:00;155,52;155,72;154,29;155,53;16910;0,00;0,00;0,15%
2020-09-28 00:00:00+02:00;155,14;155,73;154,04;155,67;25829;0,00;0,00;0,09%
2020-09-29 00:00:00+02:00;156,28;156,37;155,60;156,24;17003;0,00;0,00;0,37%
2020-09-30 00:00:00+02:00;156,00;156,91;155,80;156,67;17586;0,00;0,00;0,28%
2020-10-01 00:00:00+02:00;156,64;157,59;156,40;157,59;17988;0,00;0,00;0,59%
2020-10-02 00:00:00+02:00;158,12;158,28;157,13;157,70;54875;0,00;0,00;0,07%
2020-10-05 00:00:00+02:00;156,46;157,57;155,98;157,57;10832;0,00;0,00;-0,08%
2020-10-06 00:00:00+02:00;157,18;157,68;157,06;157,13;13191;0,00;0,00;-0,28%
2020-10-07 00:00:00+02:00;156,24;156,27;154,78;155,51;23474;0,00;0,00;-1,03%
2020-10-08 00:00:00+02:00;155,93;156,62;155,63;155,75;16587;0,00;0,00;0,15%
2020-10-09 00:00:00+02:00;157,14;158,01;157,14;157,95;11548;0,00;0,00;1,41%
2020-10-12 00:00:00+02:00;158,03;158,08;157,66;157,71;6369;0,00;0,00;-0,15%
2020-10-13 00:00:00+02:00;157,52;158,06;155,74;156,33;23734;0,00;0,00;-0,88%
2020-10-14 00:00:00+02:00;156,56;157,60;156,42;157,37;28324;0,00;0,00;0,67%
2020-10-15 00:00:00+02:00;156,71;157,76;156,36;157,67;53148;0,00;0,00;0,19%
2020-10-16 00:00:00+02:00;157,76;158,16;156,98;157,07;24556;0,00;0,00;-0,38%
2020-10-19 00:00:00+02:00;157,92;157,96;156,69;156,81;14570;0,00;0,00;-0,17%
2020-10-20 00:00:00+02:00;156,65;156,76;155,70;156,57;7616;0,00;0,00;-0,15%
2020-10-21 00:00:00+02:00;156,76;157,42;156,68;157,19;9309;0,00;0,00;0,40%
2020-10-22 00:00:00+02:00;156,75;157,06;155,38;155,79;13941;0,00;0,00;-0,89%
2020-10-23 00:00:00+02:00;156,60;156,60;155,20;155,35;3375;0,00;0,00;-0,28%
2020-10-26 00:00:00+01:00;155,55;156,36;155,55;156,22;3696;0,00;0,00;0,56%
2020-10-27 00:00:00+01:00;156,02;156,52;155,75;156,31;3420;0,00;0,00;0,06%
2020-10-28 00:00:00+01:00;157,03;157,03;154,74;155,25;9215;0,00;0,00;-0,68%
2020-10-29 00:00:00+01:00;155,30;155,58;154,25;155,29;15782;0,00;0,00;0,03%
2020-10-30 00:00:00+01:00;155,41;156,64;155,39;156,34;10717;0,00;0,00;0,68%
2020-11-02 00:00:00+01:00;157,12;157,76;156,80;157,57;9783;0,00;0,00;0,79%
2020-11-03 00:00:00+01:00;156,95;157,87;156,95;157,51;8092;0,00;0,00;-0,04%
2020-11-04 00:00:00+01:00;157,24;158,16;156,48;157,27;10747;0,00;0,00;-0,15%
2020-11-05 00:00:00+01:00;157,61;159,86;157,25;159,42;33892;0,00;0,00;1,37%
2020-11-06 00:00:00+01:00;159,54;159,74;158,76;159,19;6327;0,00;0,00;-0,14%
2020-11-09 00:00:00+01:00;159,58;160,10;151,90;152,08;32013;0,00;0,00;-4,47%
2020-11-10 00:00:00+01:00;154,74;154,82;153,80;154,40;5869;0,00;0,00;1,53%
2020-11-11 00:00:00+01:00;154,04;154,64;153,38;153,47;8464;0,00;0,00;-0,60%
2020-11-12 00:00:00+01:00;153,69;154,50;153,30;154,10;1428;0,00;0,00;0,41%
2020-11-13 00:00:00+01:00;154,22;155,58;153,75;155,01;9428;0,00;0,00;0,59%
2020-11-16 00:00:00+01:00;154,54;154,96;152,96;154,95;6821;0,00;0,00;-0,04%
2020-11-17 00:00:00+01:00;154,29;154,46;153,77;154,13;3386;0,00;0,00;-0,53%
2020-11-18 00:00:00+01:00;153,48;153,82;152,23;153,55;8108;0,00;0,00;-0,38%
2020-11-19 00:00:00+01:00;152,40;152,63;151,90;152,17;12949;0,00;0,00;-0,90%
2020-11-20 00:00:00+01:00;152,34;153,40;152,32;153,07;2399;0,00;0,00;0,59%
2020-11-23 00:00:00+01:00;152,94;153,00;150,26;150,28;5997;0,00;0,00;-1,82%
2020-11-24 00:00:00+01:00;149,48;149,48;146,94;147,18;10943;0,00;0,00;-2,06%
2020-11-25 00:00:00+01:00;147,34;147,91;147,17;147,36;21016;0,00;0,00;0,12%
2020-11-26 00:00:00+01:00;147,46;147,72;147,15;147,32;48644;0,00;0,00;-0,03%
2020-11-27 00:00:00+01:00;147,00;147,08;144,04;144,83;26648;0,00;0,00;-1,69%
2020-11-30 00:00:00+01:00;144,10;144,42;142,88;144,42;36027;0,00;0,00;-0,28%
2020-12-01 00:00:00+01:00;145,03;146,63;144,92;145,67;45547;0,00;0,00;0,87%
2020-12-02 00:00:00+01:00;145,77;147,18;145,56;146,51;16438;0,00;0,00;0,58%
2020-12-03 00:00:00+01:00;147,06;147,14;145,56;145,93;6201;0,00;0,00;-0,40%
2020-12-04 00:00:00+01:00;146,58;147,26;146,08;146,34;13979;0,00;0,00;0,28%
2020-12-07 00:00:00+01:00;146,95;149,00;146,15;148,87;19622;0,00;0,00;1,73%
2020-12-08 00:00:00+01:00;149,34;149,62;148,76;149,53;11992;0,00;0,00;0,44%
2020-12-09 00:00:00+01:00;148,60;149,02;147,10;148,25;12413;0,00;0,00;-0,86%
2020-12-10 00:00:00+01:00;147,22;147,62;146,50;146,79;8793;0,00;0,00;-0,98%
2020-12-11 00:00:00+01:00;146,58;147,68;145,92;147,47;6124;0,00;0,00;0,46%
2020-12-14 00:00:00+01:00;146,12;146,31;145,12;145,71;9494;0,00;0,00;-1,19%
2020-12-15 00:00:00+01:00;146,99;147,76;146,88;147,31;12437;0,00;0,00;1,10%
2020-12-16 00:00:00+01:00;147,82;148,18;147,18;147,51;6001;0,00;0,00;0,14%
2020-12-17 00:00:00+01:00;148,38;149,78;148,23;149,28;15912;0,00;0,00;1,20%
2020-12-18 00:00:00+01:00;148,87;149,48;148,60;149,21;3177;0,00;0,00;-0,05%
2020-12-21 00:00:00+01:00;150,60;150,80;148,00;149,15;4772;0,00;0,00;-0,04%
2020-12-22 00:00:00+01:00;148,33;149,18;148,02;148,54;7476;0,00;0,00;-0,41%
2020-12-23 00:00:00+01:00;148,42;148,82;147,80;148,75;7124;0,00;0,00;0,14%
2020-12-28 00:00:00+01:00;149,41;150,22;148,54;149,00;2065;0,00;0,00;0,17%
2020-12-29 00:00:00+01:00;148,76;149,03;148,20;149,03;912;0,00;0,00;0,02%
2020-12-30 00:00:00+01:00;148,42;148,50;148,23;148,23;2152;0,00;0,00;-0,54%
2021-01-04 00:00:00+01:00;152,50;153,37;152,00;153,24;14150;0,00;0,00;3,38%
2021-01-05 00:00:00+01:00;153,42;154,35;153,32;153,58;5295;0,00;0,00;0,22%
2021-01-06 00:00:00+01:00;152,98;153,58;150,14;150,47;2858;0,00;0,00;-2,03%
2021-01-07 00:00:00+01:00;151,16;151,60;150,80;151,03;3595;0,00;0,00;0,37%
2021-01-08 00:00:00+01:00;150,18;150,18;146,62;147,13;5670;0,00;0,00;-2,58%
2021-01-11 00:00:00+01:00;147,08;147,58;146,18;147,11;6653;0,00;0,00;-0,01%
2021-01-12 00:00:00+01:00;148,16;148,48;146,68;146,96;4232;0,00;0,00;-0,10%
2021-01-13 00:00:00+01:00;147,46;148,15;147,22;148,05;2224;0,00;0,00;0,74%
2021-01-14 00:00:00+01:00;146,90;147,72;146,40;147,29;2528;0,00;0,00;-0,51%
2021-01-15 00:00:00+01:00;147,94;148,12;146,18;146,41;8118;0,00;0,00;-0,60%
2021-01-18 00:00:00+01:00;147,28;147,48;146,99;147,45;1906;0,00;0,00;0,71%
2021-01-19 00:00:00+01:00;147,32;147,60;146,62;147,27;15945;0,00;0,00;-0,12%
2021-01-20 00:00:00+01:00;147,94;149,47;147,02;149,19;4564;0,00;0,00;1,30%
2021-01-21 00:00:00+01:00;149,44;149,58;148,30;148,69;2651;0,00;0,00;-0,34%
2021-01-22 00:00:00+01:00;148,38;148,42;146,44;147,51;2174;0,00;0,00;-0,79%
2021-01-25 00:00:00+01:00;147,50;148,92;147,42;147,89;2247;0,00;0,00;0,26%
2021-01-26 00:00:00+01:00;148,12;148,20;147,42;147,73;2641;0,00;0,00;-0,11%
2021-01-27 00:00:00+01:00;147,67;148,31;147,00;147,93;5296;0,00;0,00;0,14%
2021-01-28 00:00:00+01:00;147,04;148,60;147,04;148,21;2833;0,00;0,00;0,19%
2021-01-29 00:00:00+01:00;147,76;149,45;147,50;148,23;1672;0,00;0,00;0,01%
2021-02-01 00:00:00+01:00;148,78;149,67;148,78;149,19;31362;0,00;0,00;0,65%
2021-02-02 00:00:00+01:00;148,24;149,00;147,28;147,93;4761;0,00;0,00;-0,84%
2021-02-03 00:00:00+01:00;147,78;148,24;147,60;147,99;3620;0,00;0,00;0,04%
2021-02-04 00:00:00+01:00;147,18;147,20;144,38;144,68;20215;0,00;0,00;-2,24%
2021-02-05 00:00:00+01:00;145,58;146,48;144,84;145,73;9341;0,00;0,00;0,73%
2021-02-08 00:00:00+01:00;145,98;147,70;145,58;147,60;2478;0,00;0,00;1,28%
2021-02-09 00:00:00+01:00;147,68;147,78;147,19;147,19;1881;0,00;0,00;-0,28%
2021-02-10 00:00:00+01:00;147,38;147,64;146,54;146,81;2985;0,00;0,00;-0,26%
2021-02-11 00:00:00+01:00;147,32;147,42;146,62;146,62;2948;0,00;0,00;-0,13%
2021-02-12 00:00:00+01:00;145,23;146,13;145,00;145,93;4509;0,00;0,00;-0,47%
2021-02-15 00:00:00+01:00;145,16;145,52;144,94;145,33;2757;0,00;0,00;-0,41%
2021-02-16 00:00:00+01:00;145,36;145,50;143,28;144,21;4724;0,00;0,00;-0,77%
2021-02-17 00:00:00+01:00;143,40;143,78;142,60;142,77;6302;0,00;0,00;-1,00%
2021-02-18 00:00:00+01:00;143,18;143,58;142,00;142,46;45068;0,00;0,00;-0,22%
2021-02-19 00:00:00+01:00;141,98;142,93;141,14;142,60;21646;0,00;0,00;0,10%
2021-02-22 00:00:00+01:00;143,46;144,48;143,18;144,39;13440;0,00;0,00;1,26%
2021-02-23 00:00:00+01:00;143,86;144,60;143,50;143,97;3101;0,00;0,00;-0,29%
2021-02-24 00:00:00+01:00;144,04;144,14;142,44;143,56;5529;0,00;0,00;-0,28%
2021-02-25 00:00:00+01:00;142,34;142,42;140,28;140,87;38916;0,00;0,00;-1,87%
2021-02-26 00:00:00+01:00;140,38;141,08;137,76;137,83;22792;0,00;0,00;-2,16%
2021-03-01 00:00:00+01:00;140,59;140,78;139,20;139,51;75629;0,00;0,00;1,22%
2021-03-02 00:00:00+01:00;138,64;139,71;138,40;138,76;35376;0,00;0,00;-0,54%
2021-03-03 00:00:00+01:00;138,82;138,82;136,90;138,20;32854;0,00;0,00;-0,40%
2021-03-04 00:00:00+01:00;138,08;138,66;137,58;137,99;7690;0,00;0,00;-0,15%
2021-03-05 00:00:00+01:00;137,39;138,48;137,39;137,81;5857;0,00;0,00;-0,13%
2021-03-08 00:00:00+01:00;138,32;138,32;137,12;137,22;3632;0,00;0,00;-0,43%
2021-03-09 00:00:00+01:00;138,22;139,96;138,22;139,71;6313;0,00;0,00;1,81%
2021-03-10 00:00:00+01:00;139,62;140,06;139,14;139,79;4853;0,00;0,00;0,06%
2021-03-11 00:00:00+01:00;140,93;141,08;139,46;139,46;27870;0,00;0,00;-0,24%
2021-03-12 00:00:00+01:00;138,56;138,87;138,30;138,87;6290;0,00;0,00;-0,42%
2021-03-15 00:00:00+01:00;139,96;140,86;139,92;140,31;2179;0,00;0,00;1,04%
2021-03-16 00:00:00+01:00;140,54;141,59;140,30;140,78;7767;0,00;0,00;0,33%
2021-03-17 00:00:00+01:00;141,26;141,26;140,24;140,64;3123;0,00;0,00;-0,10%
2021-03-18 00:00:00+01:00;141,02;141,02;139,92;140,81;4942;0,00;0,00;0,12%
2021-03-19 00:00:00+01:00;141,30;141,78;141,10;141,51;1573;0,00;0,00;0,50%
2021-03-22 00:00:00+01:00;140,94;141,25;140,72;141,10;2886;0,00;0,00;-0,29%
2021-03-23 00:00:00+01:00;141,37;141,90;140,80;141,01;3106;0,00;0,00;-0,06%
2021-03-24 00:00:00+01:00;141,65;142,12;141,53;142,04;7109;0,00;0,00;0,73%
2021-03-25 00:00:00+01:00;142,16;143,06;141,66;142,42;3687;0,00;0,00;0,27%
2021-03-26 00:00:00+01:00;141,93;142,44;141,55;142,26;2733;0,00;0,00;-0,11%
2021-03-29 00:00:00+02:00;141,83;142,11;140,37;140,79;2949;0,00;0,00;-1,03%
2021-03-30 00:00:00+02:00;140,38;140,54;138,83;139,03;3838;0,00;0,00;-1,25%
2021-03-31 00:00:00+02:00;139,24;140,64;138,81;140,64;2082;0,00;0,00;1,16%
2021-04-01 00:00:00+02:00;141,68;142,40;141,18;142,27;8297;0,00;0,00;1,16%
2021-04-06 00:00:00+02:00;142,07;142,66;141,94;142,61;6466;0,00;0,00;0,24%
2021-04-07 00:00:00+02:00;141,96;141,98;141,20;141,72;6299;0,00;0,00;-0,62%
2021-04-08 00:00:00+02:00;142,18;143,00;142,08;142,75;9968;0,00;0,00;0,73%
2021-04-09 00:00:00+02:00;142,35;142,35;141,36;142,01;4984;0,00;0,00;-0,52%
2021-04-12 00:00:00+02:00;141,89;141,94;140,72;140,95;3822;0,00;0,00;-0,75%
2021-04-13 00:00:00+02:00;140,47;141,68;140,47;141,50;2145;0,00;0,00;0,39%
2021-04-14 00:00:00+02:00;141,36;141,36;140,28;140,29;1837;0,00;0,00;-0,86%
2021-04-15 00:00:00+02:00;141,15;143,14;141,15;143,14;6578;0,00;0,00;2,03%
2021-04-16 00:00:00+02:00;142,76;143,96;142,76;143,71;26471;0,00;0,00;0,40%
2021-04-19 00:00:00+02:00;143,90;144,16;142,47;142,74;4026;0,00;0,00;-0,67%
2021-04-20 00:00:00+02:00;141,99;142,87;141,68;142,87;1876;0,00;0,00;0,09%
2021-04-21 00:00:00+02:00;143,97;144,90;143,39;144,33;1465;0,00;0,00;1,02%
2021-04-22 00:00:00+02:00;144,10;144,18;143,04;143,57;3821;0,00;0,00;-0,53%
2021-04-23 00:00:00+02:00;143,66;143,94;142,36;142,59;7128;0,00;0,00;-0,68%
2021-04-26 00:00:00+02:00;142,21;142,81;141,82;142,52;3377;0,00;0,00;-0,05%
2021-04-27 00:00:00+02:00;142,89;142,96;142,60;142,61;1841;0,00;0,00;0,06%
2021-04-28 00:00:00+02:00;141,91;142,10;141,61;142,03;2256;0,00;0,00;-0,41%
2021-04-29 00:00:00+02:00;142,10;142,10;140,66;141,33;3115;0,00;0,00;-0,49%
2021-04-30 00:00:00+02:00;141,62;142,60;141,44;142,21;2475;0,00;0,00;0,62%
2021-05-03 00:00:00+02:00;143,19;144,19;142,70;143,79;17314;0,00;0,00;1,11%
2021-05-04 00:00:00+02:00;143,74;145,48;143,24;143,73;14519;0,00;0,00;-0,04%
2021-05-05 00:00:00+02:00;143,39;143,94;143,10;143,85;4915;0,00;0,00;0,08%
2021-05-06 00:00:00+02:00;144,52;145,92;143,90;145,76;29859;0,00;0,00;1,33%
2021-05-07 00:00:00+02:00;146,04;146,92;145,86;146,08;6820;0,00;0,00;0,22%
2021-05-10 00:00:00+02:00;146,05;146,65;146,00;146,40;12457;0,00;0,00;0,22%
2021-05-11 00:00:00+02:00;146,37;146,66;145,22;145,78;3351;0,00;0,00;-0,42%
2021-05-12 00:00:00+02:00;146,41;146,88;146,00;146,05;4089;0,00;0,00;0,19%
2021-05-13 00:00:00+02:00;145,78;146,38;145,32;146,37;11859;0,00;0,00;0,22%
2021-05-14 00:00:00+02:00;146,69;146,72;146,48;146,72;386;0,00;0,00;0,24%
2021-05-17 00:00:00+02:00;147,88;148,71;147,04;148,71;6932;0,00;0,00;1,36%
2021-05-18 00:00:00+02:00;148,54;148,58;147,88;148,11;18552;0,00;0,00;-0,40%
2021-05-19 00:00:00+02:00;148,11;149,66;146,33;149,32;9754;0,00;0,00;0,82%
2021-05-20 00:00:00+02:00;148,78;149,06;148,18;148,89;20626;0,00;0,00;-0,29%
2021-05-21 00:00:00+02:00;148,33;149,86;148,32;149,06;42490;0,00;0,00;0,11%
2021-05-25 00:00:00+02:00;149,04;149,71;148,58;149,71;4458;0,00;0,00;0,44%
2021-05-26 00:00:00+02:00;150,59;151,37;150,56;150,93;5454;0,00;0,00;0,81%
2021-05-27 00:00:00+02:00;150,88;150,93;149,94;150,29;2230;0,00;0,00;-0,42%
2021-05-28 00:00:00+02:00;150,20;151,31;150,15;150,39;5908;0,00;0,00;0,07%
